GameID,TurnCount,,Epsilon,AverageLoss,cities,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
2868,294,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.3270559999902494,5820479.583804482,3,0,2,5,FALSE,FALSE,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.027777777777777776, 'ORE': 0.1388888888888889}",0.3333333333333333,116,15,12,12,11,77,67,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,3
2869,320,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.3268409999902552,5507509.151,3,0,2,4,FALSE,FALSE,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0.19444444444444445, 'WHEAT': 0.08333333333333333, 'ORE': 0.027777777777777776}",0.4444444444444445,150,19,13,17,11,100,88,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
2870,304,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.32662099999026106,5207925.097305575,3,1,1,7,FALSE,FALSE,0,"{'WOOD': 0.25, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.3888888888888889,151,24,16,18,6,81,68,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,3
2871,280,"[RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE]",0.3264549999902655,5945168.1031964775,2,0,2,3,FALSE,FALSE,0,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0}",0.19444444444444445,64,2,6,6,6,43,38,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2872,270,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.3262689999902705,5943300.986937164,2,0,2,5,FALSE,FALSE,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.3888888888888889, 'ORE': 0.1111111111111111}",0.5,137,8,15,16,14,88,73,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,2
2873,443,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.325951,5834942.897986838,3,0,2,9,FALSE,FALSE,1,"{'WOOD': 0, 'BRICK': 0.1111111111111111, 'SHEEP': 0, 'WHEAT': 0.08333333333333333, 'ORE': 0.16666666666666666}",0.36111111111111105,233,17,15,15,13,110,95,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
2874,404,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.32565699999028686,4700465.086,4,0,3,9,FALSE,FALSE,1,"{'WOOD': 0.08333333333333333, 'BRICK': 0, 'SHEEP': 0.3888888888888889, 'WHEAT': 0.16666666666666669, 'ORE': 0}",0.6388888888888888,219,22,22,23,19,133,116,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 0}",3,4
2875,186,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.32551899999029055,7152928.476,3,1,1,10,FALSE,FALSE,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0.1111111111111111, 'SHEEP': 0, 'WHEAT': 0.2777777777777778, 'ORE': 0.19444444444444442}",0.7222222222222222,113,27,6,8,5,54,51,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
2876,395,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.3252189999902986,4737199.142162272,6,1,4,15,FALSE,FALSE,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.25, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.19444444444444445, 'ORE': 0.1111111111111111}",0.9444444444444444,332,49,17,18,11,208,177,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
2877,367,"[RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE]",0.3249569999903056,6477875.942,7,0,4,15,TRUE,FALSE,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0.3333333333333333, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.1111111111111111, 'ORE': 0.1111111111111111}",0.9166666666666667,235,37,12,12,9,126,100,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
2878,265,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.32479299999030997,6015745.969937952,2,0,2,12,FALSE,FALSE,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.25,64,20,9,9,3,28,19,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2879,463,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.3244779999903184,4389112.755653212,5,0,3,15,TRUE,FALSE,0,"{'WOOD': 0.2777777777777778, 'BRICK': 0.08333333333333333, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.5277777777777777,224,42,18,20,16,146,129,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
2880,257,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.32429299999032335,5760420.169804423,3,1,1,4,FALSE,FALSE,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.1388888888888889, 'WHEAT': 0.2777777777777778, 'ORE': 0.4444444444444444}",0.9722222222222222,158,17,13,15,14,109,99,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",4,4
2881,497,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.3239099999903336,6286848.418402211,6,0,4,14,TRUE,FALSE,0,"{'WOOD': 0, 'BRICK': 0.4444444444444444, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.9444444444444443,357,41,16,19,14,176,157,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
2882,430,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.32362399999034125,5385897.116,5,0,5,11,FALSE,FALSE,0,"{'WOOD': 0.22222222222222227, 'BRICK': 0.08333333333333333, 'SHEEP': 0.44444444444444453, 'WHEAT': 0.19444444444444442, 'ORE': 0}",0.9444444444444445,217,36,15,16,6,128,104,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,2
2883,187,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.3234869999903449,6914762.163884295,2,0,2,5,FALSE,FALSE,0,"{'WOOD': 0.19444444444444442, 'BRICK': 0, 'SHEEP': 0.027777777777777776, 'WHEAT': 0, 'ORE': 0.19444444444444445}",0.41666666666666663,90,12,7,9,8,44,30,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
2884,376,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.32323599999035163,4878036.530254956,5,0,2,4,FALSE,TRUE,1,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.2222222222222222,122,24,16,21,14,78,64,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",7,8
2885,275,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.32304899999035663,7177030.9934917595,10,1,1,3,FALSE,TRUE,5,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.16666666666666666, 'ORE': 0.2777777777777778}",0.7777777777777778,139,31,11,14,1,86,75,"{'KNIGHT': 0, 'VP': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,8
2886,368,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.3227619999903643,5090481.83,10,3,1,15,TRUE,FALSE,1,"{'WOOD': 0.3333333333333333, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.4166666666666667, 'ORE': 1.0}",1.75,404,57,15,17,16,300,283,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
2887,481,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",0.32238999999037427,5201556.383020544,5,1,2,15,FALSE,FALSE,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0.3611111111111111, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.3333333333333333, 'ORE': 0}",0.7777777777777777,354,43,18,20,16,193,178,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,4
2888,199,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.3222619999903777,7708654.882499695,2,0,2,6,FALSE,FALSE,0,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.2777777777777778, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.47222222222222227,77,7,6,6,4,55,41,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,1
2889,233,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.32210599999038186,6072311.184146197,2,0,2,5,FALSE,FALSE,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0.1388888888888889}",0.3055555555555556,82,6,12,12,4,43,33,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2890,419,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",0.32181199999038973,6447770.374613859,5,1,3,12,FALSE,FALSE,0,"{'WOOD': 0.3333333333333333, 'BRICK': 0.2777777777777778, 'SHEEP': 0, 'WHEAT': 0.2222222222222222, 'ORE': 0.05555555555555555}",0.888888889,216,42,12,15,10,106,88,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
2891,276,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.321616,3828846.9131021304,5,1,2,8,FALSE,FALSE,1,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.19444444444444442, 'ORE': 0.2222222222222222}",0.8333333333333334,149,35,13,15,15,74,61,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",5,6
2892,607,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.3212179999904056,5950718.285262371,4,1,1,6,FALSE,FALSE,1,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0.3888888888888889}",0.5277777777777778,224,22,23,25,20,155,135,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,3
2893,498,"[RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE]",0.32086499999041507,4698753.865986854,8,2,3,15,FALSE,FALSE,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0.38888888888888884, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.19444444444444445, 'ORE': 0.2222222222222222}",1.25,408,63,18,20,20,301,269,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
2894,220,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED]",0.32071599999041905,5301896.993,2,0,2,4,FALSE,FALSE,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.05555555555555555, 'ORE': 0.027777777777777776}",0.41666666666666663,106,7,6,7,7,61,51,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
2895,653,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.3202589999904313,5358038.903406323,5,0,5,15,FALSE,FALSE,0,"{'WOOD': 0.3333333333333333, 'BRICK': 0.1111111111111111, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.19444444444444442, 'ORE': 0}",0.6944444444444444,379,38,27,27,23,250,218,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2896,455,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.3199779999904388,7163823.9501822805,2,0,2,5,FALSE,FALSE,0,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.25,109,12,20,22,6,52,37,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
2897,289,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.31977799999044415,5923780.798638916,4,0,2,7,FALSE,FALSE,2,"{'WOOD': 0, 'BRICK': 0.1388888888888889, 'SHEEP': 0.19444444444444442, 'WHEAT': 0.05555555555555555, 'ORE': 0.1388888888888889}",0.5277777777777777,145,25,12,14,11,99,83,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
2898,185,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.3196569999904474,6851004.327769887,2,0,2,11,FALSE,FALSE,0,"{'WOOD': 0.19444444444444442, 'BRICK': 0.05555555555555555, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0}",0.3333333333333333,53,18,11,11,4,19,16,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2899,420,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.31934799999045566,5112009.081994115,6,2,0,8,FALSE,FALSE,2,"{'WOOD': 0, 'BRICK': 0.1111111111111111, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.5, 'ORE': 0.1111111111111111}",0.9444444444444444,316,39,15,18,12,205,184,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",5,7
2900,183,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.3192349999904587,8037300.639453989,2,0,2,3,FALSE,FALSE,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.2777777777777778,52,8,4,6,2,15,14,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,2
2901,243,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",0.319074,6620730.529483393,2,0,2,7,FALSE,FALSE,0,"{'WOOD': 0.08333333333333333, 'BRICK': 0.19444444444444445, 'SHEEP': 0.027777777777777776, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.36111111111111116,85,10,15,15,15,54,43,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2902,308,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.31887399999046834,6119588.333995361,3,0,2,2,FALSE,FALSE,1,"{'WOOD': 0.2777777777777778, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0}",0.33333333333333337,148,6,11,12,9,104,86,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
2903,397,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.3186209999904751,4993252.082972108,2,0,2,7,FALSE,FALSE,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.33333333333333337,134,13,11,12,5,69,55,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
2904,876,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.31799499999049186,6747352.918751872,7,0,5,15,TRUE,FALSE,0,"{'WOOD': 0.3055555555555556, 'BRICK': 0.33333333333333337, 'SHEEP': 0.5277777777777778, 'WHEAT': 0.16666666666666666, 'ORE': 0}",1.3333333333333335,965,38,31,31,27,799,750,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2905,751,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.3174929999905053,5191611.043225049,7,3,1,15,FALSE,FALSE,0,"{'WOOD': 0.2222222222222222, 'BRICK': 0.5555555555555556, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.05555555555555555, 'ORE': 0.38888888888888884}",1.2777777777777777,477,52,27,28,19,334,312,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
2906,215,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE]",0.31735999999050885,8901316.150724713,2,0,2,5,FALSE,FALSE,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.08333333333333333, 'SHEEP': 0, 'WHEAT': 0.1388888888888889, 'ORE': 0}",0.2777777777777778,48,9,10,10,6,13,4,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",1,1
2907,429,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.3170849999905162,5598406.821642401,2,0,2,13,FALSE,FALSE,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.1111111111111111, 'SHEEP': 0.19444444444444442, 'WHEAT': 0, 'ORE': 0}",0.36111111111111105,155,22,18,18,16,86,71,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2908,193,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.31695599999051965,3980576.7436447735,2,0,2,11,FALSE,FALSE,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0.1388888888888889, 'SHEEP': 0, 'WHEAT': 0.08333333333333333, 'ORE': 0.05555555555555555}",0.41666666666666663,88,18,7,7,6,55,45,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
2909,141,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.316869,4991478.714363887,2,0,2,4,FALSE,FALSE,0,"{'WOOD': 0.1388888888888889, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0, 'ORE': 0}",0.2222222222222222,38,4,5,5,4,20,17,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
